Ryan Nugent-Hopkins	C2	Bandits	93
Alex Laferriere	RW2	Bandits	14
Ondrej Palat	LW3	Bandits	8
Cutter Gauthier	C3	Bandits	61
Garnet Hathaway	RW3	Bandits	19
A.J. Greer	LW4	Bandits	10
Christian Dvorak	C4	Bandits	28
Corey Perry	RW4	Bandits	90
Morgan Rielly	LD1	Bandits	44
Charlie McAvoy	RD1	Bandits	73
Esa Lindell	LD2	Bandits	23
Ethan Bear	RD2	Bandits	25
Olen Zellweger	LD3	Bandits	51
Kevin Bahl	RD3	Bandits	7
Jeremy Swayman	G1	Bandits	1
Karel Vejmelka	G2	Bandits	70
Carter Verhaeghe	LW1	Dragons	23
Marco Rossi	C1	Dragons	25
Jared McCann	RW1	Dragons	19
Andrew Mangiapane	LW2	Dragons	89
Nazem Kadri	C2	Dragons	91
Jean-Gabriel Pageau	RW2	Dragons	44
James van Riemsdyk	LW3	Dragons	21
Jake Evans	C3	Dragons	73
Jakub Vrana	RW3	Dragons	13
Liam Öhgren	LW4	Dragons	28
Casey Cizikas	C4	Dragons	53
Samuel Honzek	RW4	Dragons	29
Jonas Siegenthaler	LD1	Dragons	71
Samuel Girard	RD1	Dragons	49
Ryker Evans	LD2	Dragons	39
Erik Cernak	RD2	Dragons	81
Nate Schmidt	LD3	Dragons	88
Marcus Björk	RD3	Dragons	47
John Gibson	G1	Dragons	36
Samuel Ersson	G2	Dragons	33
Eeli Tolvanen	LW1	Spartans	20
Brock Nelson	C1	Spartans	11
Lucas Raymond	RW1	Spartans	23
Beck Malenstyn	LW2	Spartans	29
Eetu Luostarinen	C2	Spartans	27
Yanni Gourde	RW2	Spartans	37
Lukas Reichel	LW3	Spartans	73
John Beecher	C3	Spartans	19
Joel Armia	RW3	Spartans	40
Pierre-Edouard Bellemare	LW4	Spartans	41
David Gustafsson	C4	Spartans	91
Marat Khusnutdinov	RW4	Spartans	92
Nick Leddy	LD1	Spartans	4
Dylan DeMelo	RD1	Spartans	2
Brett Kulak	LD2	Spartans	17
Jordan Spence	RD2	Spartans	21
Zeev Buium	LD3	Spartans	8
Brayden Pachal	RD3	Spartans	94
Filip Gustavsson	G1	Spartans	32
Alexandar Georgiev	G2	Spartans	30
Kiefer Sherwood	LW1	Leopards	44
William Karlsson	C1	Leopards	71
Mark Stone	RW1	Leopards	61
Paul Cotter	LW2	Leopards	47
Matty Beniers	C2	Leopards	10
Charlie Coyle	RW2	Leopards	13
Sammy Blais	LW3	Leopards	79
Morgan Geekie	C3	Leopards	39
Logan O'Connor	RW3	Leopards	25
Zemgus Girgensons	LW4	Leopards	28
Rasmus Kupari	C4	Leopards	15
Elmer Söderblom	RW4	Leopards	85
MacKenzie Weegar	LD1	Leopards	52
Kris Letang	RD1	Leopards	58
Jacob Middleton	LD2	Leopards	5
Jamie Drysdale	RD2	Leopards	9
Ty Emberson	LD3	Leopards	49
Conor Timmins	RD3	Leopards	20
Joonas Korpisalo	G1	Leopards	70
Connor Ingram	G2	Leopards	29
Zach Hyman	LW1	Wolverines	18
Ross Colton	C1	Wolverines	20
Mathew Barzal	RW1	Wolverines	13
Jake Neighbours	LW2	Wolverines	63
Teddy Blueger	C2	Wolverines	53
Pavel Dorofeyev	RW2	Wolverines	16
Dakota Joshua	LW3	Wolverines	81
Matthew Poitras	C3	Wolverines	51
Philip Tomasino	RW3	Wolverines	26
Steven Lorentz	LW4	Wolverines	78
Alex Turcotte	C4	Wolverines	15
Rafaël Harvey-Pinard	RW4	Wolverines	49
Ivan Provorov	LD1	Wolverines	9
Torey Krug	RD1	Wolverines	47
Brian Dumoulin	LD2	Wolverines	2
Jacob Bernard-Docker	RD2	Wolverines	24
Sami Niku	LD3	Wolverines	8
Sam Malinski	RD3	Wolverines	70
Frederik Andersen	G1	Wolverines	31
Petr Mrazek	G2	Wolverines	34
Nikolaj Ehlers	LW1	Admirals	27
Connor Bedard	C1	Admirals	98
Matthew Knies	RW1	Admirals	23
Andre Burakovsky	LW2	Admirals	95
Frederick Gaudreau	C2	Admirals	89
Vladimir Tarasenko	RW2	Admirals	91
Lawson Crouse	LW3	Admirals	67
Alexander Wennberg	C3	Admirals	21
Jesper Fast	RW3	Admirals	71
Alexandre Texier	LW4	Admirals	9
Radim Zohorna	C4	Admirals	63
Pontus Holmberg	RW4	Admirals	29
Alex Vlasic	LD1	Admirals	72
Justin Holl	RD1	Admirals	3
Jake Bean	LD2	Admirals	24
Andrew Peeke	RD2	Admirals	52
Kyle Burroughs	LD3	Admirals	7
Declan Chisholm	RD3	Admirals	47
Joseph Woll	G1	Admirals	60
Devon Levi	G2	Admirals	28


